day,run_id,n_students,n_teachers,class_size_cap,teacher_time_budget,alpha,forgetting,n_days,seed,teacher_skill_mean,teacher_skill_sd,inc_c0,inc_c_class,inc_c_B,base_loss,max_loss,agency_amp_min,agency_amp_max,beta_success,gamma_failure,success_eps,K_mean,K_p10,K_p50,K_p90,A_mean,A_p10,A_p50,A_p90,incidents_total,time_lost_mean
32,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.890040421914692,0.8272720252604222,0.8915656493216635,0.9378588427200842,0.7784806939052064,0.501778894469128,0.8069420008892928,1.0,43,0.17200000000000001
33,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8951936723697206,0.8363667127177769,0.8967339269647908,0.9397687701319105,0.7864597926694381,0.511778894469128,0.8169420008892928,1.0,41,0.164
34,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8997978566510599,0.8445183618817401,0.9010304106085976,0.9431991467589994,0.7942896192664433,0.5217788944691281,0.8269420008892928,1.0,50,0.19999999999999998
35,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9040320226743151,0.8527977271240181,0.9062474309121955,0.9440060227297047,0.8018789450210807,0.5317788944691281,0.8369420008892928,1.0,54,0.21600000000000003
36,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9086463505584997,0.8597698792647628,0.912150230517285,0.9455330914115242,0.8094789450210806,0.5417788944691281,0.8469420008892928,1.0,33,0.13199999999999998
37,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9128767708526434,0.8670132323173079,0.9159364112972357,0.9477722217504374,0.8169789450210806,0.5517788944691281,0.8569420008892928,1.0,33,0.132
38,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9165979933084871,0.8724666208266317,0.9199220307427096,0.9490190891824632,0.8244789450210805,0.5617788944691281,0.8669420008892929,1.0,43,0.17200000000000001
39,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9202514109024861,0.8798253789877482,0.9246731256104563,0.950415732494234,0.831826217229597,0.5717788944691281,0.8769420008892929,1.0,40,0.16
40,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9235723144670875,0.8845491930692151,0.9282807055824585,0.9523349820684157,0.8390046588702554,0.5817788944691281,0.8869420008892929,1.0,42,0.16800000000000004
41,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9267311397426077,0.8883166800743006,0.9311531182599588,0.9546183864870276,0.8458713255369221,0.5917788944691281,0.8969420008892929,1.0,42,0.16800000000000004
42,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9295913116004226,0.8924677503466486,0.9341948269175353,0.9554161698339344,0.8526160598924493,0.6017788944691281,0.9069420008892929,1.0,46,0.18400000000000002
43,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9324016931175877,0.8965078995005269,0.936873252728079,0.9564115025945241,0.859104019466359,0.6117788944691281,0.9169420008892929,1.0,41,0.164
44,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9349521801970139,0.9016296598089312,0.939113528106325,0.9580707884331849,0.8655706861330256,0.6217788944691282,0.9269420008892929,1.0,43,0.17200000000000001
45,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9375724371098285,0.9049086433770067,0.9411034224674912,0.9591851028595569,0.8718271456670398,0.6317788944691282,0.9369420008892929,1.0,37,0.14800000000000002
46,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.939829822194471,0.9094279552809452,0.9432119077836099,0.960435746903189,0.8778927356617695,0.6417788944691282,0.9469420008892929,1.0,44,0.176
47,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9419775935429295,0.9128502270952389,0.9461158353730396,0.9609602095833484,0.8837887218390742,0.6517788944691282,0.9569420008892929,1.0,41,0.164
48,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9439556501933067,0.9164047161344706,0.9476154437879241,0.9623206020678505,0.8897720551724075,0.6617788944691282,0.9669420008892929,1.0,43,0.17200000000000004
49,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9458477579446064,0.9203980771287898,0.9494239357347581,0.9635687984898258,0.895425447030317,0.6717788944691282,0.976942000889293,1.0,43,0.17200000000000001
50,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9475576071143763,0.9228154147430945,0.9511423607202096,0.963764727642402,0.9011554288699755,0.6817788944691282,0.9868217935667423,1.0,44,0.17600000000000005
51,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.94925936485425,0.9264634571487846,0.952282607331004,0.9647464222256042,0.9064557410047459,0.6917788944691282,0.9948217935667423,1.0,38,0.152
52,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9508716944907244,0.9300802665365615,0.9538439415204278,0.9655411826647499,0.9109787162689532,0.7017788944691282,0.997,1.0,41,0.164
53,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9524797294027258,0.932111323475637,0.9557774624390072,0.9660698115052286,0.9156394714506759,0.7117788944691282,0.9996134545363602,1.0,34,0.136
54,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9537097979872606,0.9351055694132607,0.9573291449794044,0.9668166494096117,0.9199773133734187,0.7217788944691282,1.0,1.0,49,0.196
55,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9551179505406026,0.937795010224162,0.9579824176841247,0.9672482165895335,0.9243920467088776,0.7317788944691282,1.0,1.0,36,0.14400000000000002
56,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9562655490012593,0.9394552242595293,0.9588189582532745,0.9676062655356398,0.9283733564003024,0.7417788944691283,1.0,1.0,45,0.18
57,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9574753008333906,0.9415302432058807,0.9601769165259648,0.9681367015095363,0.9323939823918607,0.7517788944691283,1.0,1.0,36,0.14400000000000002
58,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9585631212674021,0.9440242673992941,0.9609830822262617,0.9684284102296472,0.9356700576208355,0.7617788944691283,1.0,1.0,40,0.16000000000000003
59,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9597088591541086,0.945895632193418,0.962123855283914,0.9690379773668487,0.9393700576208356,0.7717788944691283,1.0,1.0,30,0.12000000000000002
60,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9607093718682135,0.9474593840784722,0.9632836300532124,0.9694685939914649,0.9426276042395163,0.7817788944691283,0.9988309900225483,1.0,37,0.14800000000000005
61,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9616210205436342,0.9502101577414118,0.9639598744164481,0.9698707210432297,0.9459041187613574,0.7917788944691283,1.0,1.0,37,0.14800000000000002
62,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9624006893169648,0.9513856319457832,0.9648149602345881,0.9705498521504524,0.9487173329982392,0.8017788944691283,1.0,1.0,42,0.168
63,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9631479204501527,0.9532228652761024,0.9649900686865696,0.9704460853565797,0.9520736001058123,0.8117788944691283,1.0,1.0,41,0.164
64,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9637220085481315,0.9542579454831013,0.9653945756284008,0.9703584582057513,0.955190266772479,0.8217788944691283,1.0,1.0,48,0.192
65,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9643876236775413,0.9557274239442828,0.9662882733067116,0.9708540554434687,0.9578569334391457,0.8304879162254695,1.0,1.0,39,0.156
66,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9649223823960199,0.9566056967910764,0.9667280606734177,0.9708017015672841,0.9597336850882952,0.8272877012544237,0.994,1.0,47,0.18800000000000003
67,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9654385904104981,0.9574537014564317,0.9671324946870878,0.9710330724050809,0.9621003517549618,0.8314943621832277,0.994,1.0,46,0.184
68,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9660976549313276,0.958181636031601,0.9676795051753474,0.9713147962838147,0.9663350680208954,0.8414943621832277,1.0,1.0,29,0.11600000000000002
69,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.966659613919036,0.9594451369511213,0.9681600117336921,0.9716110482478542,0.9688899408862298,0.8514943621832277,1.0,1.0,34,0.136
70,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9671000378191955,0.9603500240228031,0.968338868691456,0.9716831370834389,0.9702953284516711,0.8614943621832277,1.0,1.0,43,0.17200000000000001
71,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9676005243905555,0.9612851166340093,0.968715528091994,0.9719998850241003,0.9730929495420476,0.8714943621832277,1.0,1.0,34,0.136
72,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9679826858506078,0.9617675389954872,0.9691556971846456,0.972130190410088,0.974002446692997,0.8814943621832277,0.994,1.0,43,0.17200000000000004
73,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9682854530394459,0.9626742296082985,0.9693901126259075,0.9720840741758613,0.9760908902091766,0.8914943621832278,0.994,1.0,46,0.18400000000000002
74,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9686906809024539,0.9629815570082074,0.9697392757459257,0.9722436214704957,0.9783356823640951,0.9014943621832278,0.998,1.0,35,0.13999999999999999
75,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9689511449206856,0.96384497963439,0.9698526157054512,0.9724723335963851,0.9792169100138255,0.9114943621832278,0.994,1.0,47,0.188
76,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9692863870730191,0.96490985701747,0.9700268193909249,0.9724763951641914,0.9801145296470921,0.9214943621832278,0.994,1.0,40,0.16
77,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9695132272271617,0.9654025385832854,0.9701459688762679,0.9725379493992359,0.9812145296470921,0.9314943621832278,0.994,1.0,46,0.18400000000000002
78,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9697487366306364,0.9657420621588529,0.9705059331873791,0.9726060326689686,0.9823668930422222,0.9414943621832278,0.994,1.0,44,0.17600000000000005
79,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9699537339461203,0.9664083956510621,0.9705684727378239,0.9726503757706354,0.9837931574287159,0.9499176740619637,0.994,1.0,46,0.18399999999999997
80,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.970110298410147,0.9663158628756616,0.9707842866168067,0.9725472463941421,0.985106371576872,0.9591241537284533,0.997,1.0,48,0.19200000000000003
81,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9703258388725573,0.9666027246498704,0.971152056618245,0.9727574854750024,0.9853230382435387,0.9691241537284533,0.994,1.0,43,0.17200000000000004
82,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9706033873255443,0.9667247426303383,0.971348504728246,0.9729636179141481,0.987010327461824,0.9713999999999999,0.998,1.0,34,0.136
83,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9708404859503902,0.9675993142747045,0.9714603805580613,0.9729632126886449,0.9877936607951574,0.9731241537284533,0.994,1.0,38,0.15200000000000002
84,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9710336406899811,0.9679342632564725,0.9714869078752124,0.9732097987805063,0.988662395164405,0.9727230246385498,0.994,1.0,39,0.156
85,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9712493874458163,0.9684397223130521,0.9716227487478836,0.9733908256822381,0.9904538667461866,0.9801419574256541,0.998,1.0,34,0.13599999999999998
86,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9713662424966718,0.9684011535055925,0.9718153945572916,0.9732913311032428,0.9904773939076896,0.98,0.996,1.0,44,0.17600000000000002
87,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9715177684437272,0.9690017613184264,0.9719358102158675,0.9734673740481471,0.989925476748758,0.9813999999999999,0.994,1.0,41,0.164
88,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.971648632826185,0.9694810141193831,0.9721136124115277,0.9735622265221826,0.990453386151193,0.9807230246385498,0.995,1.0,41,0.164
89,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9717948093649316,0.9695776386961672,0.9721714662835442,0.9736288586256328,0.9913086164564632,0.982,0.998,1.0,37,0.148
90,1,120,6,12,30.0,0.05,0.002,90,12001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.971829629282441,0.9695924787469413,0.9721139096306892,0.9734924773700979,0.9907868188234519,0.982,0.994,1.0,49,0.19600000000000004
1,2,120,6,12,30.0,0.05,0.002,90,12002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.4371272330586414,0.21327046775146014,0.4323710012648289,0.6753247320564528,0.4563125578425165,0.2075430341398444,0.43171551380734563,0.7397201503168129,49,0.196
2,2,120,6,12,30.0,0.05,0.002,90,12002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.4693215326981221,0.2555667874405498,0.46500517061114477,0.7008478579208903,0.4663125578425165,0.2175430341398444,0.44171551380734564,0.7497201503168129,43,0.17200000000000004
3,2,120,6,12,30.0,0.05,0.002,90,12002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.49923310334598126,0.3119104309222086,0.4979322095562879,0.7227041332985287,0.4763125578425165,0.22754303413984442,0.45171551380734565,0.759720150316813,44,0.176
4,2,120,6,12,30.0,0.05,0.002,90,12002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.5296409733911221,0.35051265142725213,0.5283698207569716,0.7428116907512019,0.48631255784251654,0.23754303413984443,0.46171551380734566,0.769720150316813,30,0.12000000000000002
5,2,120,6,12,30.0,0.05,0.002,90,12002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.556692341473206,0.3910377676308696,0.5561953955616865,0.7596463672378897,0.4963125578425165,0.24754303413984444,0.47171551380734567,0.779720150316813,41,0.164
6,2,120,6,12,30.0,0.05,0.002,90,12002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.5819480212220239,0.42388308852325984,0.5744080789571873,0.7715134443374366,0.5063125578425166,0.2575430341398444,0.4817155138073457,0.789720150316813,46,0.184
7,2,120,6,12,30.0,0.05,0.002,90,12002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.606641379207351,0.4587626717638666,0.5995309556306148,0.7851704934293144,0.5163125578425165,0.2675430341398444,0.4917155138073457,0.799720150316813,38,0.15200000000000002
8,2,120,6,12,30.0,0.05,0.002,90,12002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.6287280565741417,0.48745526387732707,0.6191316674160031,0.794316232860896,0.5263125578425166,0.27754303413984444,0.5017155138073457,0.809720150316813,49,0.196
9,2,120,6,12,30.0,0.05,0.002,90,12002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.6490728303654758,0.5222016006191014,0.639470190547132,0.8026672971954112,0.5363125578425165,0.28754303413984444,0.5117155138073457,0.819720150316813,51,0.20400000000000001
10,2,120,6,12,30.0,0.05,0.002,90,12002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.6699059944050416,0.552478864147281,0.658030829043506,0.810868725247207,0.5463125578425166,0.29754303413984445,0.5217155138073457,0.829720150316813,37,0.14800000000000002
11,2,120,6,12,30.0,0.05,0.002,90,12002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.68878356342647,0.5737393026061104,0.6788353269968499,0.8189274955517246,0.5563008811023217,0.30754303413984446,0.5317155138073457,0.839720150316813,44,0.17600000000000005
12,2,120,6,12,30.0,0.05,0.002,90,12002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.7067548807292614,0.5967892493188054,0.6987042254251445,0.8268034006415046,0.5662175477689882,0.31754303413984447,0.5417155138073457,0.849720150316813,44,0.17600000000000002
13,2,120,6,12,30.0,0.05,0.002,90,12002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.7236659241547048,0.619585574420468,0.7163665376339505,0.838933304439011,0.5761342144356549,0.3275430341398445,0.5517155138073457,0.859720150316813,42,0.16800000000000004
14,2,120,6,12,30.0,0.05,0.002,90,12002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.739793034004784,0.6442492192369857,0.734230443669381,0.8491281684161714,0.5860508811023218,0.3375430341398445,0.5617155138073457,0.869720150316813,40,0.15999999999999998
15,2,120,6,12,30.0,0.05,0.002,90,12002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.7539003823838989,0.6648361029519111,0.7485823295370821,0.8553079285320975,0.5959675477689885,0.3475430341398445,0.5717155138073458,0.879720150316813,53,0.21200000000000005
16,2,120,6,12,30.0,0.05,0.002,90,12002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.7674789112929127,0.6829861315389175,0.7624298364385789,0.8602308604417968,0.605823763942483,0.3575430341398445,0.5817155138073458,0.8897201503168131,50,0.2
17,2,120,6,12,30.0,0.05,0.002,90,12002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.7812939450410984,0.7015379114881813,0.7776333413290779,0.866583943939794,0.6156570972758163,0.3675430341398445,0.5917155138073458,0.8997201503168131,34,0.136
18,2,120,6,12,30.0,0.05,0.002,90,12002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.7936947757248943,0.7247085359552552,0.7923301162167953,0.8729601584284146,0.6253694710671718,0.3775430341398445,0.6017155138073458,0.9097201503168131,44,0.17600000000000002
19,2,120,6,12,30.0,0.05,0.002,90,12002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8054322275493344,0.7366822357174957,0.8050140831919135,0.8802242124226264,0.6350361377338384,0.38754303413984453,0.6117155138073458,0.9197201503168131,41,0.164
20,2,120,6,12,30.0,0.05,0.002,90,12002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8164970998131946,0.7504630599563645,0.8161510251868713,0.8879400685236225,0.6447028044005049,0.39754303413984454,0.6217155138073458,0.9297201503168131,40,0.16000000000000003
21,2,120,6,12,30.0,0.05,0.002,90,12002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.826997172709936,0.7618500369391507,0.827655780570272,0.8969151520757378,0.6543694710671717,0.40754303413984455,0.6317155138073458,0.9397201503168131,39,0.156
22,2,120,6,12,30.0,0.05,0.002,90,12002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8371007916123079,0.7756525164362335,0.8381978915235094,0.9045758865357908,0.6640180399899921,0.41754303413984456,0.6417155138073458,0.9497201503168131,35,0.13999999999999999
23,2,120,6,12,30.0,0.05,0.002,90,12002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8462121582302552,0.7887984369691723,0.8478983259104076,0.9102439216441955,0.6735508453523864,0.42754303413984457,0.6517155138073458,0.9597201503168131,41,0.164
24,2,120,6,12,30.0,0.05,0.002,90,12002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8547020969617144,0.8023715373799467,0.8575121686990395,0.9138760443408026,0.6829692344700848,0.4375430341398446,0.6617155138073458,0.9697201503168131,42,0.16800000000000004
25,2,120,6,12,30.0,0.05,0.002,90,12002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8630366701844373,0.8123216736793633,0.8685412307466114,0.9184404384541968,0.6923194448592938,0.4475430341398446,0.6717155138073458,0.9797201503168131,33,0.132
26,2,120,6,12,30.0,0.05,0.002,90,12002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8705431667293896,0.821009882043282,0.8760501732770746,0.9217850086986318,0.7016497951981842,0.4575430341398446,0.6817155138073459,0.9897201503168132,42,0.16800000000000004
27,2,120,6,12,30.0,0.05,0.002,90,12002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8778962215768306,0.8301903874182925,0.883978752106566,0.9247399028254556,0.7107315051611598,0.4675430341398446,0.6917155138073459,0.9994379213467997,33,0.13199999999999998
28,2,120,6,12,30.0,0.05,0.002,90,12002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8844362764154152,0.8386614135429267,0.8891166152713129,0.9285884739590664,0.7196533762598004,0.4775430341398446,0.7017155138073459,1.0,40,0.16000000000000003
29,2,120,6,12,30.0,0.05,0.002,90,12002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8905730423254231,0.8462145389990166,0.895785579832386,0.9317898397032228,0.7285700429264671,0.4875430341398446,0.7117155138073459,1.0,40,0.16000000000000003
30,2,120,6,12,30.0,0.05,0.002,90,12002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8962202232109521,0.8535049186337551,0.9009979699560924,0.9345941613092915,0.7374171652286758,0.49754303413984463,0.7217155138073459,1.0,44,0.17600000000000002
31,2,120,6,12,30.0,0.05,0.002,90,12002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9015301123769959,0.8601612055243666,0.9057929446610611,0.937613662296283,0.7461426248371389,0.5075430341398447,0.7317155138073459,1.0,42,0.16800000000000004
32,2,120,6,12,30.0,0.05,0.002,90,12002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9068491744986762,0.8669004695909497,0.9114615269929491,0.9402259590002768,0.7546656161382498,0.5175430341398447,0.7417155138073459,1.0,32,0.128
